time(ms), aX , aY, aZ, , gX, gY, GZ, mX, mY, mZ, q0, q1, q2, q3
94, -0.009277,-0.007324,1.009277, -0.610352,0.244141,0.488281, 20.855213,9.902475,-38.709679, 0.999979,0.006356,0.001065,0.000497
194, -0.005371,0.000977,1.001465, -0.732422,0.183105,0.549316, 19.504877,10.952738,-37.659416, 0.999985,0.005172,0.001383,0.000996
295, 0.005371,0.001465,1.000977, -0.671387,0.183105,0.488281, 20.105026,9.602401,-39.459866, 0.999989,0.004230,0.001529,0.001455
394, 0.003418,0.001465,0.996094, -0.671387,0.305176,0.671387, 19.354839,12.603151,-38.559639, 0.999991,0.003274,0.001729,0.001931
495, 0.000000,0.003906,0.999512, -0.732422,0.366211,0.549316, 18.004501,10.652663,-39.759941, 0.999992,0.002323,0.001896,0.002446
595, -0.003906,-0.015137,1.007813, -0.610352,0.305176,0.610352, 19.654913,12.153038,-40.660164, 0.999992,0.001562,0.002000,0.002943
695, -0.000977,-0.002930,0.995605, -0.610352,0.244141,0.549316, 19.054764,11.402851,-39.459866, 0.999992,0.000630,0.002115,0.003468
795, -0.005371,0.001953,1.004395, -0.732422,0.183105,0.671387, 19.354839,11.552888,-39.609901, 0.999989,0.000002,0.002319,0.004013
895, -0.003906,-0.002930,1.012207, -0.732422,0.305176,0.610352, 20.705177,10.802701,-41.260315, 0.999987,-0.000661,0.002422,0.004515
995, -0.005859,0.001465,1.007813, -0.671387,0.183105,0.549316, 20.705177,12.153038,-40.660164, 0.999984,-0.001325,0.002518,0.004971
1096, 0.005859,-0.000977,0.988281, -0.732422,0.183105,0.488281, 19.804951,10.652663,-40.510128, 0.999980,-0.001836,0.002623,0.005433
1196, -0.002441,0.000488,0.994629, -0.732422,0.305176,0.427246, 20.705177,11.552888,-39.309826, 0.999976,-0.002423,0.002708,0.005835
1296, 0.000000,0.001465,0.988770, -0.549316,0.244141,0.427246, 19.804951,10.202551,-38.709679, 0.999973,-0.002927,0.002826,0.006177
1396, 0.001953,-0.002441,1.005371, -0.671387,0.183105,0.305176, 19.804951,12.003001,-37.059265, 0.999970,-0.003231,0.002777,0.006482
1496, -0.002930,-0.001465,0.999512, -0.610352,0.305176,0.305176, 20.705177,12.153038,-37.209301, 0.999966,-0.003713,0.002798,0.006778
